T_measured,T_out,Q_in
1419.9265752053184,9.455665625740178,5000.0
1433.2201694814391,9.347369038899743,0.0
1431.5403989060796,9.239383069050419,0.0
1429.525820529108,9.13175911166535,0.0
1428.0947863721292,9.024548389919358,0.0
1426.4102313307228,8.917801930309485,0.0
1424.4071187541351,8.811570538369134,0.0
1423.482184708517,8.705904774487399,0.0
1421.3675423743505,8.600854929845042,0.0
1419.1728520038344,8.496471002478636,0.0
1418.0339686091245,8.392802673484193,0.0
1415.8532649856427,8.289899283371657,0.0
1414.6923679435895,8.187809808581493,0.0
1413.1162991168642,8.086582838174552,0.0
1410.8368971825307,7.986266550706315,0.0
1409.6883985144166,7.886908691296505,0.0
1407.841404981343,7.788556548904996,0.0
1406.284273934275,7.691256933824829,0.0
1404.92867810233,7.595056155403061,0.0
1402.6099062718704,7.5,0.0
1400.783181630116,7.406133709197392,0.0
1399.0701243480114,7.3135019582658805,0.0
1397.4218074193468,7.22214883490199,0.0
1395.9748867100084,7.132117818244771,0.0
1394.4337237359923,7.04345175818209,0.0
1392.7496398716837,6.956192854956399,0.0
1391.2519350788632,6.870382639079706,0.0
1389.3467205947575,6.786061951567305,0.0
1388.1198121406508,6.703270924499654,0.0
1385.9471782903404,6.622048961921699,0.0
1385.1873406586349,6.542434721088654,0.0
1382.9055954867624,6.464466094067262,0.0
1380.809243900482,6.388180189701222,0.0
1379.0955095648153,6.313613315949381,0.0
1377.9137952420087,6.240800962605114,0.0
1376.0561807787724,6.1697777844051105,0.0
1374.6934756324017,6.100577584535593,0.0
1372.9791923340667,6.033233298543825,0.0
1371.1752075875997,5.967776978662586,0.0
1369.3047430108368,5.90423977855504,0.0
1367.4679415092344,5.842651938487274,0.0
1366.1539454985343,5.783042770935572,0.0
1364.9122137937954,5.725440646635267,0.0
1363.0888064545268,5.669872981077807,0.0
1361.022031051254,5.616366221462462,0.0
1359.8207716988668,5.564945834108893,0.0
1358.2593679891256,5.515636292336559,0.0
1356.2554617805672,5.4684610648167515,0.0
1354.9454739536752,5.423442604402765,0.0
1353.2974479408442,5.380602337443566,0.0
1351.3196149763758,5.339960653586008,0.0
1350.1542552193348,5.301536896070457,3000.0
1357.6014599106024,5.265349352524472,3000.0
1365.1355384754045,5.231415246258865,3000.0
1372.495268668635,5.199750728070357,3000.0
1379.1254519898473,5.1703708685546585,3000.0
1386.608163229942,5.143289650933694,3000.0
1394.38592585677,5.118519964400335,3000.0
1401.7186155875063,5.096073597983849,3000.0
1409.0432320206794,5.07596123493896,3000.0
1417.3599618542082,5.058192447661196,3000.0
1423.6820344202686,5.042775693130948,3000.0
1431.1492753692262,5.029718308888402,3000.0
1438.383871541378,5.0190265095412725,3000.0
1445.5733940143184,5.010705383806982,3000.0
1452.5549551400284,5.004758892090711,3000.0
1460.140052947143,5.0011898646004544,3000.0
1466.934621209854,5.0,3000.0
1474.3408234296642,5.0011898646004544,3000.0
1481.502967132361,5.004758892090711,3000.0
1488.90116585776,5.010705383806982,3000.0
1496.7903621080677,5.0190265095412725,3000.0
1502.7464926546538,5.029718308888402,3000.0
1510.7146179248593,5.042775693130947,3000.0
1517.2183659493805,5.058192447661197,3000.0
1524.745428365085,5.075961234938959,3000.0
1532.3899198478841,5.096073597983848,3000.0
1539.2501580812377,5.118519964400333,3000.0
1546.0666158171969,5.143289650933693,3000.0
1553.3258521582782,5.170370868554658,3000.0
1560.8862785088536,5.199750728070355,3000.0
1567.5967100165108,5.231415246258866,3000.0
1575.0056562971888,5.2653493525244714,3000.0
1582.0707798290439,5.301536896070458,3000.0
1588.9695214871338,5.339960653586007,3000.0
1596.9075947690878,5.380602337443567,3000.0
1603.5455266779397,5.423442604402764,3000.0
1609.830289905207,5.468461064816749,3000.0
1617.5678057296957,5.515636292336558,3000.0
1624.3789380160629,5.56494583410889,3000.0
1631.8903889221865,5.61636622146246,3000.0
1638.4456807489776,5.669872981077805,3000.0
1645.68939976128,5.725440646635269,3000.0
1652.9073188213576,5.783042770935571,3000.0
1660.0391818600745,5.842651938487273,3000.0
1666.4346422156707,5.904239778555041,3000.0
1673.7013121774041,5.967776978662585,3000.0
1680.6577782921247,6.033233298543824,3000.0
1687.5945426813964,6.100577584535589,3000.0
1695.302149766613,6.16977778440511,3000.0
1701.8676847249646,6.240800962605111,3000.0
1708.333318558277,6.313613315949379,0.0
1706.9440647641795,6.388180189701223,0.0
1705.2650164079785,6.464466094067261,0.0
1702.9003124428941,6.542434721088654,0.0
1700.0995041091703,6.622048961921697,0.0
1698.3773249577323,6.703270924499656,0.0
1696.8724853352421,6.7860619515673015,0.0
1694.2524635307536,6.870382639079705,0.0
1692.5727969408056,6.956192854956395,0.0
1690.6494611784815,7.043451758182085,0.0
1688.1189434779342,7.132117818244767,0.0
1686.3616471268276,7.222148834901985,0.0
1683.392135704547,7.313501958265883,0.0
1682.0447383974295,7.406133709197393,0.0
1680.266349139235,7.500000000000002,0.0
1677.9603740865618,7.595056155403061,0.0
1676.8195448488677,7.691256933824828,0.0
1673.8984127668714,7.788556548904992,0.0
1672.195595155893,7.8869086912965,0.0
1670.369501835315,7.986266550706313,0.0
1668.7678488331153,8.086582838174548,0.0
1665.912409540232,8.187809808581491,0.0
1664.7023308811797,8.289899283371657,0.0
1662.3691754948727,8.39280267348419,0.0
1660.0868850177687,8.496471002478636,0.0
1658.5377068154294,8.600854929845038,0.0
1656.4790358168102,8.705904774487397,0.0
1654.2619967492303,8.811570538369132,0.0
1652.488245848346,8.917801930309485,0.0
1650.3794517398394,9.024548389919357,0.0
1648.5593364255587,9.131759111665348,0.0
1646.7566481978072,9.239383069050414,0.0
1645.0690316891828,9.347369038899737,0.0
1642.2595869655645,9.45566562574018,0.0
1641.3110313084221,9.56422128626171,0.0
1638.1281666761565,9.672984353849285,0.0
1636.713408517108,9.781903063173319,0.0
1634.9830667583853,9.890925574827195,0.0
